Record Length,2.500000e+03,,  -0.000090000000,  -2.40000,
Sample Interval,4.000000e-08,,  -0.000089960000,  -3.20000,
Trigger Point,2.250000000000e+03,,  -0.000089920000,  -3.20000,
,,,  -0.000089880000,  -3.20000,
,,,  -0.000089840000,  -2.40000,
,,,  -0.000089800000,  -2.40000,
Source,CH2,,  -0.000089760000,  -2.40000,
Vertical Units,V,,  -0.000089720000,  -2.40000,
Vertical Scale,2.000000e+01,,  -0.000089680000,  -2.40000,
Vertical Offset,4.000000e+01,,  -0.000089640000,  -2.40000,
Horizontal Units,s,,  -0.000089600000,  -2.40000,
Horizontal Scale,1.000000e-05,,  -0.000089560000,  -2.40000,
Pt Fmt,Y,,  -0.000089520000,  -0.80000,
Yzero,0.000000e+00,,  -0.000089480000,  -1.60000,
Probe Atten,1.000000e+01,,  -0.000089440000,  -1.60000,
Model Number,TDS1001B,,  -0.000089400000,  -2.40000,
Serial Number,C059819,,  -0.000089360000,  -0.80000,
Firmware Version,FV:v22.01,,  -0.000089320000,  -1.60000,
,,,-00.000089280000,  -0.80000,
,,,-00.000089240000,   0.00000,
,,,-00.000089200000,   0.00000,
,,,-00.000089160000,   0.00000,
,,,-00.000089120000,   0.00000,
,,,-00.000089080000,   0.00000,
,,,-00.000089040000,  -0.80000,
,,,-00.000089000000,   0.00000,
,,,-00.000088960000,   0.80000,
,,,-00.000088920000,   0.00000,
,,,-00.000088880000,   0.00000,
,,,-00.000088840000,   1.60000,
,,,-00.000088800000,   1.60000,
,,,-00.000088760000,   0.80000,
,,,-00.000088720000,   2.40000,
,,,-00.000088680000,   0.80000,
,,,-00.000088640000,   1.60000,
,,,-00.000088600000,   2.40000,
,,,-00.000088560000,   0.80000,
,,,-00.000088520000,   1.60000,
,,,-00.000088480000,   1.60000,
,,,-00.000088440000,   1.60000,
,,,-00.000088400000,   2.40000,
,,,-00.000088360000,   2.40000,
,,,-00.000088320000,   2.40000,
,,,-00.000088280000,   3.20000,
,,,-00.000088240000,   3.20000,
,,,-00.000088200000,   3.20000,
,,,-00.000088160000,   2.40000,
,,,-00.000088120000,   2.40000,
,,,-00.000088080000,   2.40000,
,,,-00.000088040000,   3.20000,
,,,-00.000088000000,   4.00000,
,,,-00.000087960000,   3.20000,
,,,-00.000087920000,   4.80000,
,,,-00.000087880000,   3.20000,
,,,-00.000087840000,   4.00000,
,,,-00.000087800000,   4.80000,
,,,-00.000087760000,   4.80000,
,,,-00.000087720000,   4.00000,
,,,-00.000087680000,   4.80000,
,,,-00.000087640000,   4.80000,
,,,-00.000087600000,   4.80000,
,,,-00.000087560000,   5.60000,
,,,-00.000087520000,   4.80000,
,,,-00.000087480000,   6.40000,
,,,-00.000087440000,   6.40000,
,,,-00.000087400000,   6.40000,
,,,-00.000087360000,   6.40000,
,,,-00.000087320000,   5.60000,
,,,-00.000087280000,   6.40000,
,,,-00.000087240000,   5.60000,
,,,-00.000087200000,   6.40000,
,,,-00.000087160000,   6.40000,
,,,-00.000087120000,   6.40000,
,,,-00.000087080000,   7.20000,
,,,-00.000087040000,   6.40000,
,,,-00.000087000000,   8.00000,
,,,-00.000086960000,   6.40000,
,,,-00.000086920000,   8.00000,
,,,-00.000086880000,   8.80000,
,,,-00.000086840000,   8.00000,
,,,-00.000086800000,   8.00000,
,,,-00.000086760000,   7.20000,
,,,-00.000086720000,   7.20000,
,,,-00.000086680000,   8.80000,
,,,-00.000086640000,   8.80000,
,,,-00.000086600000,   8.80000,
,,,-00.000086560000,   8.80000,
,,,-00.000086520000,   9.60000,
,,,-00.000086480000,   8.80000,
,,,-00.000086440000,   9.60000,
,,,-00.000086400000,   8.80000,
,,,-00.000086360000,   8.80000,
,,,-00.000086320000,   8.80000,
,,,-00.000086280000,   8.80000,
,,,-00.000086240000,   9.60000,
,,,-00.000086200000,  10.40000,
,,,-00.000086160000,   9.60000,
,,,-00.000086120000,   9.60000,
,,,-00.000086080000,   9.60000,
,,,-00.000086040000,  10.40000,
,,,-00.000086000000,   9.60000,
,,,-00.000085960000,   9.60000,
,,,-00.000085920000,  10.40000,
,,,-00.000085880000,  10.40000,
,,,-00.000085840000,  11.20000,
,,,-00.000085800000,   9.60000,
,,,-00.000085760000,  10.40000,
,,,-00.000085720000,  10.40000,
,,,-00.000085680000,  10.40000,
,,,-00.000085640000,  10.40000,
,,,-00.000085600000,  12.00000,
,,,-00.000085560000,  11.20000,
,,,-00.000085520000,  10.40000,
,,,-00.000085480000,  11.20000,
,,,-00.000085440000,  10.40000,
,,,-00.000085400000,  11.20000,
,,,-00.000085360000,  12.00000,
,,,-00.000085320000,  10.40000,
,,,-00.000085280000,  10.40000,
,,,-00.000085240000,  10.40000,
,,,-00.000085200000,  11.20000,
,,,-00.000085160000,  12.00000,
,,,-00.000085120000,  12.00000,
,,,-00.000085080000,  11.20000,
,,,-00.000085040000,  10.40000,
,,,-00.000085000000,  12.00000,
,,,-00.000084960000,  12.80000,
,,,-00.000084920000,  11.20000,
,,,-00.000084880000,  12.80000,
,,,-00.000084840000,  12.80000,
,,,-00.000084800000,  12.00000,
,,,-00.000084760000,  12.00000,
,,,-00.000084720000,  12.00000,
,,,-00.000084680000,  11.20000,
,,,-00.000084640000,  12.00000,
,,,-00.000084600000,  12.00000,
,,,-00.000084560000,  12.00000,
,,,-00.000084520000,  12.80000,
,,,-00.000084480000,  12.80000,
,,,-00.000084440000,  11.20000,
,,,-00.000084400000,  12.00000,
,,,-00.000084360000,  12.00000,
,,,-00.000084320000,  12.80000,
,,,-00.000084280000,  12.00000,
,,,-00.000084240000,  12.00000,
,,,-00.000084200000,  11.20000,
,,,-00.000084160000,  12.80000,
,,,-00.000084120000,  12.00000,
,,,-00.000084080000,  11.20000,
,,,-00.000084040000,  12.80000,
,,,-00.000084000000,  12.00000,
,,,-00.000083960000,  13.60000,
,,,-00.000083920000,  12.80000,
,,,-00.000083880000,  12.00000,
,,,-00.000083840000,  12.00000,
,,,-00.000083800000,  11.20000,
,,,-00.000083760000,  12.00000,
,,,-00.000083720000,  12.00000,
,,,-00.000083680000,  12.00000,
,,,-00.000083640000,  12.00000,
,,,-00.000083600000,  12.00000,
,,,-00.000083560000,  12.00000,
,,,-00.000083520000,  12.00000,
,,,-00.000083480000,  12.00000,
,,,-00.000083440000,  12.00000,
,,,-00.000083400000,  12.80000,
,,,-00.000083360000,  12.00000,
,,,-00.000083320000,  12.00000,
